2023-12-23 00:25:07,488- INFO - Uygulama Basliyor, StreamName: batuhanberkeelma Port: 8787
2023-12-23 00:25:09,036- INFO - HTTP Request: GET https://www.tiktok.com/@batuhanberkeelma/live "HTTP/1.1 200 OK"
2023-12-23 00:25:10,135- INFO - HTTP Request: GET https://webcast.tiktok.com/webcast/room/info/?aid=1988&app_language=tr-Tr&app_name=tiktok_web&browser_language=tr&browser_name=Mozilla&browser_online=True&browser_platform=Win32&browser_version=5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Chrome%2F102.0.5005.63+Safari%2F537.36&cookie_enabled=True&cursor=&internal_ext=&device_platform=web&focus_state=True&from_page=user&history_len=4&is_fullscreen=False&is_page_visible=True&did_rule=3&fetch_rule=1&last_rtt=0&live_id=12&resp_content_type=protobuf&screen_height=1152&screen_width=2048&tz_name=Europe%2FBerlin&referer=https%3A%2F%2Fwww.tiktok.com%2F&root_referer=https%3A%2F%2Fwww.tiktok.com%2F&msToken=&version_code=180800&webcast_sdk_version=1.3.0&update_version_code=1.3.0&room_id=7315527790888274694 "HTTP/1.1 200 OK"
2023-12-23 00:25:10,880- INFO - HTTP Request: GET https://webcast.tiktok.com/webcast/gift/list/?aid=1988&app_language=tr-Tr&app_name=tiktok_web&browser_language=tr&browser_name=Mozilla&browser_online=True&browser_platform=Win32&browser_version=5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Chrome%2F102.0.5005.63+Safari%2F537.36&cookie_enabled=True&cursor=&internal_ext=&device_platform=web&focus_state=True&from_page=user&history_len=4&is_fullscreen=False&is_page_visible=True&did_rule=3&fetch_rule=1&last_rtt=0&live_id=12&resp_content_type=protobuf&screen_height=1152&screen_width=2048&tz_name=Europe%2FBerlin&referer=https%3A%2F%2Fwww.tiktok.com%2F&root_referer=https%3A%2F%2Fwww.tiktok.com%2F&msToken=&version_code=180800&webcast_sdk_version=1.3.0&update_version_code=1.3.0&room_id=7315527790888274694 "HTTP/1.1 200 OK"
2023-12-23 00:25:12,061- INFO - HTTP Request: GET https://tiktok.eulerstream.com/webcast/fetch/?aid=1988&app_language=tr-Tr&app_name=tiktok_web&browser_language=tr&browser_name=Mozilla&browser_online=True&browser_platform=Win32&browser_version=5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Chrome%2F102.0.5005.63+Safari%2F537.36&cookie_enabled=True&cursor=&internal_ext=&device_platform=web&focus_state=True&from_page=user&history_len=4&is_fullscreen=False&is_page_visible=True&did_rule=3&fetch_rule=1&last_rtt=0&live_id=12&resp_content_type=protobuf&screen_height=1152&screen_width=2048&tz_name=Europe%2FBerlin&referer=https%3A%2F%2Fwww.tiktok.com%2F&root_referer=https%3A%2F%2Fwww.tiktok.com%2F&msToken=&version_code=180800&webcast_sdk_version=1.3.0&update_version_code=1.3.0&room_id=7315527790888274694&client=ttlive-python&uuc=1&apiKey= "HTTP/1.1 200 OK"
2023-12-23 00:25:13,026- INFO - Connected to Room ID:7315527790888274694
2023-12-23 00:25:41,305- INFO - Gift Bilgileri,UserName: Klarise Fatoş , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:38:40,794- INFO - Gift Bilgileri,UserName: Baran Taş , Name: Nazar, Cost: 5, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:38:40,794- INFO - Gift Bilgileri,UserName: Baran Taş , Name: TikTok, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:38:41,616- INFO - Gift Bilgileri,UserName: Baran Taş , Name: TikTok, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:38:41,616- INFO - Gift Bilgileri,UserName: Baran Taş , Name: Ice Cream Cone, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:38:42,398- INFO - Gift Bilgileri,UserName: Baran Taş , Name: Ice Cream Cone, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:38:42,398- INFO - Gift Bilgileri,UserName: Baran Taş , Name: Chestnuts, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:38:45,625- INFO - Gift Bilgileri,UserName: Baran Taş , Name: Chestnuts, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:39:00,158- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:39:15,666- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:39:15,667- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 2 , Streaking: True
2023-12-23 00:39:16,387- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 3 , Streaking: True
2023-12-23 00:39:17,304- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 4 , Streaking: True
2023-12-23 00:39:18,020- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 5 , Streaking: True
2023-12-23 00:39:18,850- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 6 , Streaking: True
2023-12-23 00:39:19,658- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 7 , Streaking: True
2023-12-23 00:39:20,482- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 8 , Streaking: True
2023-12-23 00:39:20,483- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 9 , Streaking: True
2023-12-23 00:39:22,086- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 10 , Streaking: True
2023-12-23 00:39:22,920- INFO - Gift Bilgileri,UserName: damlaa , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:39:25,307- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 10 , Streaking: False
2023-12-23 00:39:26,111- INFO - Gift Bilgileri,UserName: damlaa , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:39:26,922- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:39:28,545- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 2 , Streaking: True
2023-12-23 00:39:29,458- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 3 , Streaking: True
2023-12-23 00:39:29,458- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 4 , Streaking: True
2023-12-23 00:39:30,167- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 5 , Streaking: True
2023-12-23 00:39:31,028- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 6 , Streaking: True
2023-12-23 00:39:31,028- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 7 , Streaking: True
2023-12-23 00:39:31,844- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 8 , Streaking: True
2023-12-23 00:39:31,844- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 9 , Streaking: True
2023-12-23 00:39:32,722- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 10 , Streaking: True
2023-12-23 00:39:35,838- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 10 , Streaking: False
2023-12-23 00:39:40,565- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Hat and Mustache, Cost: 99, Streakable : False , Count : 1 , Streaking: True
2023-12-23 00:39:49,623- INFO - Gift Bilgileri,UserName: 𝓡𝓾𝓶𝓮𝔂𝓼𝓪🫶🏼 , Name: Nazar, Cost: 5, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:39:52,034- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:39:52,839- INFO - Gift Bilgileri,UserName: 𝓡𝓾𝓶𝓮𝔂𝓼𝓪🫶🏼 , Name: Nazar, Cost: 5, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:40:43,379- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:41:24,443- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Cap, Cost: 99, Streakable : False , Count : 1 , Streaking: True
2023-12-23 00:41:39,142- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:41:39,142- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 2 , Streaking: True
2023-12-23 00:41:39,143- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:41:39,952- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 5 , Streaking: True
2023-12-23 00:41:39,953- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 8 , Streaking: True
2023-12-23 00:41:40,753- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 11 , Streaking: True
2023-12-23 00:41:41,552- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 13 , Streaking: True
2023-12-23 00:41:41,553- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 15 , Streaking: True
2023-12-23 00:41:42,438- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 16 , Streaking: True
2023-12-23 00:41:42,438- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 18 , Streaking: True
2023-12-23 00:41:43,178- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 20 , Streaking: True
2023-12-23 00:41:43,959- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 22 , Streaking: True
2023-12-23 00:41:44,781- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 23 , Streaking: True
2023-12-23 00:41:44,781- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 24 , Streaking: True
2023-12-23 00:41:45,577- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 25 , Streaking: True
2023-12-23 00:41:48,793- INFO - Gift Bilgileri,UserName: memo_k16 , Name: Rose, Cost: 1, Streakable : True , Count : 25 , Streaking: False
2023-12-23 00:41:57,739- INFO - Gift Bilgileri,UserName: memo_k16 , Name: TikTok, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:41:58,623- INFO - Gift Bilgileri,UserName: memo_k16 , Name: TikTok, Cost: 1, Streakable : True , Count : 3 , Streaking: True
2023-12-23 00:41:58,623- INFO - Gift Bilgileri,UserName: memo_k16 , Name: TikTok, Cost: 1, Streakable : True , Count : 6 , Streaking: True
2023-12-23 00:41:58,623- INFO - Gift Bilgileri,UserName: memo_k16 , Name: TikTok, Cost: 1, Streakable : True , Count : 9 , Streaking: True
2023-12-23 00:41:59,347- INFO - Gift Bilgileri,UserName: memo_k16 , Name: TikTok, Cost: 1, Streakable : True , Count : 12 , Streaking: True
2023-12-23 00:42:00,162- INFO - Gift Bilgileri,UserName: memo_k16 , Name: TikTok, Cost: 1, Streakable : True , Count : 13 , Streaking: True
2023-12-23 00:42:00,162- INFO - Gift Bilgileri,UserName: memo_k16 , Name: TikTok, Cost: 1, Streakable : True , Count : 15 , Streaking: True
2023-12-23 00:42:03,345- INFO - Gift Bilgileri,UserName: memo_k16 , Name: TikTok, Cost: 1, Streakable : True , Count : 15 , Streaking: False
2023-12-23 00:42:34,059- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:43:11,247- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:11,248- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:11,248- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:13,707- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:13,707- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:13,707- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:14,476- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:15,289- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:15,289- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:16,106- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:16,106- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:16,106- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:16,918- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:16,918- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:17,706- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:18,555- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:19,329- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:19,329- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:20,945- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:22,558- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:22,558- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:23,365- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:24,200- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:25,005- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:25,790- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:25,790- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:25,790- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:27,389- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:29,013- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:29,013- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:30,662- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:30,662- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:31,464- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:31,464- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:43:33,401- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:33,917- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:33,917- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:34,684- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:43:35,490- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 2 , Streaking: True
2023-12-23 00:43:35,490- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:36,404- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 4 , Streaking: True
2023-12-23 00:43:37,104- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:37,104- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:37,104- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:37,909- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 6 , Streaking: True
2023-12-23 00:43:37,910- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:38,710- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 8 , Streaking: True
2023-12-23 00:43:38,711- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:38,711- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:38,711- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:39,535- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 10 , Streaking: True
2023-12-23 00:43:39,536- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:39,536- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:40,319- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 12 , Streaking: True
2023-12-23 00:43:40,320- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:40,320- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:41,158- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 14 , Streaking: True
2023-12-23 00:43:41,159- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:41,159- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:41,987- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 16 , Streaking: True
2023-12-23 00:43:42,759- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 18 , Streaking: True
2023-12-23 00:43:42,760- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:42,760- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:43,753- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 20 , Streaking: True
2023-12-23 00:43:43,753- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:43,753- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:43,753- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:44,365- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 22 , Streaking: True
2023-12-23 00:43:44,365- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:46,005- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 24 , Streaking: True
2023-12-23 00:43:46,006- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 25 , Streaking: True
2023-12-23 00:43:46,006- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:47,638- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 27 , Streaking: True
2023-12-23 00:43:47,638- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:47,638- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:47,638- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:48,462- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 28 , Streaking: True
2023-12-23 00:43:48,462- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:48,462- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:48,462- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:49,277- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:50,797- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:50,798- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:51,629- INFO - Gift Bilgileri,UserName: mfa996 , Name: Rose, Cost: 1, Streakable : True , Count : 28 , Streaking: False
2023-12-23 00:43:51,629- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:51,629- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:52,448- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:52,449- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:52,449- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:53,267- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:54,191- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:54,191- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:55,082- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:55,802- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:56,610- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:57,404- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:58,215- INFO - Gift Bilgileri,UserName: Asena , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:43:58,216- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:58,216- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:43:58,818- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:00,636- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:00,636- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:00,636- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:01,439- INFO - Gift Bilgileri,UserName: Asena , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:44:01,439- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:01,440- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:02,319- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:03,055- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:03,055- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:03,056- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:04,674- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:04,674- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:05,476- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:05,477- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:07,857- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:07,857- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:07,857- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:08,657- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:09,464- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:09,465- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:10,269- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:10,269- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:11,078- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:11,078- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:11,886- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:11,887- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:13,494- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:14,301- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:14,302- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:15,107- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:15,107- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:15,108- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:15,108- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:15,916- INFO - Gift Bilgileri,UserName: Sevgi kaya , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:44:15,916- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:15,916- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:15,917- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:17,520- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:18,309- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:19,234- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:20,015- INFO - Gift Bilgileri,UserName: Sevgi kaya , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:44:20,016- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:20,016- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:20,810- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:21,632- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:22,429- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:23,370- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:24,029- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:24,029- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:24,029- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:24,030- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:24,837- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:44:24,837- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:25,740- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:26,447- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:27,266- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:28,080- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:28,853- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:29,664- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:29,664- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:30,540- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:30,541- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:32,116- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:32,931- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:32,931- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:33,731- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:34,551- INFO - Gift Bilgileri,UserName: Gizem , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:44:34,551- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:34,551- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:36,152- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:36,153- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:36,955- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:37,771- INFO - Gift Bilgileri,UserName: Gizem , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:44:37,772- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:37,772- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:38,577- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:39,367- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:39,367- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:40,988- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:40,988- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:40,989- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:41,803- INFO - Gift Bilgileri,UserName: Gizem , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:44:42,627- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:42,627- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:42,628- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:43,405- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:44,261- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:44,261- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:45,083- INFO - Gift Bilgileri,UserName: Gizem , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:44:45,085- ERROR - Error olustu: no close frame received or sent
2023-12-23 00:44:45,794- ERROR - Error olustu: no close frame received or sent
